,driver,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
19,OCO,Bahrain,2018,11.88,90.021,32.5,Dry,89.874,4
20,SAI,Bahrain,2018,8.64,90.021,32.5,Dry,89.80199999999999,4
21,PER,Bahrain,2018,9.21,90.021,32.5,Dry,90.156,4
22,ALO,Bahrain,2018,8.0,90.021,32.5,Dry,90.212,4
23,VER,Bahrain,2018,5.64,90.021,32.5,Dry,89.374,4
24,LEC,Bahrain,2018,5.75,90.021,32.5,Dry,91.42,4
25,STR,Bahrain,2018,13.56,90.021,32.5,Dry,91.503,4
26,BOT,China,2018,6.25,94.837,15.8,Dry,91.625,4
27,HAM,China,2018,5.5,94.837,15.8,Dry,91.675,4
28,VER,China,2018,8.17,94.837,15.8,Dry,91.79599999999999,4
29,RIC,China,2018,7.22,94.837,15.8,Dry,91.94800000000001,4
30,HUL,China,2018,11.0,94.837,15.8,Dry,92.494,4
31,PER,China,2018,10.0,94.837,15.8,Dry,92.75800000000001,4
32,SAI,China,2018,10.5,94.837,15.8,Dry,92.819,4
33,MAG,China,2018,13.5,94.837,15.8,Dry,92.98599999999999,4
34,OCO,China,2018,14.0,94.837,15.8,Dry,93.057,4
35,ALO,China,2018,6.31,94.837,15.8,Dry,93.232,4
36,GAS,China,2018,12.67,94.837,15.8,Dry,94.101,4
37,STR,China,2018,13.75,94.837,15.8,Dry,94.285,4
38,LEC,China,2018,9.67,94.837,15.8,Dry,94.45400000000001,4
39,HAM,Baku,2018,4.14,102.465,26.6,Dry,101.67699999999999,4
40,BOT,Baku,2018,7.43,102.465,26.6,Dry,101.837,4
41,RIC,Baku,2018,8.5,102.465,26.6,Dry,101.911,4
42,VER,Baku,2018,4.43,102.465,26.6,Dry,101.994,4
43,OCO,Baku,2018,11.6,102.465,26.6,Dry,102.523,4
44,PER,Baku,2018,5.29,102.465,26.6,Dry,102.547,4
45,HUL,Baku,2018,14.8,102.465,26.6,Dry,103.066,4
46,SAI,Baku,2018,9.14,102.465,26.6,Dry,103.351,4
47,STR,Baku,2018,13.0,102.465,26.6,Dry,103.58500000000001,4
48,ALO,Baku,2018,11.33,102.465,26.6,Dry,104.00999999999999,4
49,LEC,Baku,2018,4.8,102.465,26.6,Dry,103.75200000000001,4
50,MAG,Baku,2018,15.5,102.465,26.6,Dry,103.674,4
51,GAS,Baku,2018,12.8,102.465,26.6,Dry,104.49600000000001,4
52,HAM,Spain,2018,4.33,72.256,27.8,Wet,76.173,4
53,BOT,Spain,2018,6.42,72.256,27.8,Wet,76.213,4
54,VER,Spain,2018,3.4,72.256,27.8,Wet,76.816,4
55,RIC,Spain,2018,9.5,72.256,27.8,Wet,76.818,4
56,MAG,Spain,2018,12.44,72.256,27.8,Wet,77.618,4
57,ALO,Spain,2018,7.29,72.256,27.8,Wet,77.721,4
58,SAI,Spain,2018,7.0,72.256,27.8,Wet,77.78999999999999,4
59,GAS,Spain,2018,10.14,72.256,27.8,Wet,78.463,4
60,OCO,Spain,2018,9.86,72.256,27.8,Wet,78.696,4
61,LEC,Spain,2018,8.14,72.256,27.8,Wet,78.661,4
62,PER,Spain,2018,10.0,72.256,27.8,Wet,78.74,4
63,HUL,Spain,2018,13.45,72.256,27.8,Wet,78.923,4
64,STR,Spain,2018,13.0,72.256,27.8,Wet,80.225,4
65,RIC,Monaco,2018,7.73,71.266,49.6,Dry,70.81,4
66,HAM,Monaco,2018,5.47,71.266,49.6,Dry,71.232,4
67,BOT,Monaco,2018,10.0,71.266,49.6,Dry,71.441,4
68,OCO,Monaco,2018,9.33,71.266,49.6,Dry,72.061,4
69,ALO,Monaco,2018,8.1,71.266,49.6,Dry,72.11,4
70,SAI,Monaco,2018,6.89,71.266,49.6,Dry,72.13,4
71,PER,Monaco,2018,11.17,71.266,49.6,Dry,72.154,4
72,GAS,Monaco,2018,9.67,71.266,49.6,Dry,72.221,4
73,HUL,Monaco,2018,11.64,71.266,49.6,Dry,72.411,4
74,LEC,Monaco,2018,6.33,71.266,49.6,Dry,72.714,4
75,STR,Monaco,2018,15.57,71.266,49.6,Dry,73.32300000000001,4
76,MAG,Monaco,2018,13.63,71.266,49.6,Dry,73.393,4
77,BOT,Canada,2018,7.3,72.705,44.0,Dry,70.857,4
78,VER,Canada,2018,5.63,72.705,44.0,Dry,70.937,4
79,HAM,Canada,2018,2.47,72.705,44.0,Dry,70.996,4
80,RIC,Canada,2018,7.4,72.705,44.0,Dry,71.116,4
81,HUL,Canada,2018,9.73,72.705,44.0,Dry,71.916,4
82,OCO,Canada,2018,9.6,72.705,44.0,Dry,72.084,4
83,SAI,Canada,2018,11.25,72.705,44.0,Dry,72.097,4
84,PER,Canada,2018,12.27,72.705,44.0,Dry,72.395,4
85,MAG,Canada,2018,14.38,72.705,44.0,Dry,72.606,4
86,LEC,Canada,2018,11.2,72.705,44.0,Dry,72.661,4
87,ALO,Canada,2018,6.37,72.705,44.0,Dry,72.856,4
88,GAS,Canada,2018,13.8,72.705,44.0,Dry,73.047,4
89,STR,Canada,2018,15.33,72.705,44.0,Dry,73.59,4
90,HAM,France,2018,2.0,92.6,30.2,Wet,94.029,4
91,BOT,France,2018,4.5,92.6,30.2,Wet,94.14699999999999,4
92,VER,France,2018,2.75,92.6,30.2,Wet,94.705,4
93,RIC,France,2018,8.0,92.6,30.2,Wet,94.895,4
94,SAI,France,2018,9.25,92.6,30.2,Wet,95.01599999999999,4
95,LEC,France,2018,4.75,92.6,30.2,Wet,95.055,4
96,MAG,France,2018,14.67,92.6,30.2,Wet,95.51,4
97,OCO,France,2018,10.67,92.6,30.2,Wet,95.075,4
98,HUL,France,2018,12.5,92.6,30.2,Wet,95.11500000000001,4
99,PER,France,2018,8.5,92.6,30.2,Wet,95.45400000000001,4
100,GAS,France,2018,10.75,92.6,30.2,Wet,95.447,4
101,ALO,France,2018,10.67,92.6,30.2,Wet,95.976,4
102,STR,France,2018,17.5,92.6,30.2,Wet,96.729,4
103,BOT,Austria,2018,6.69,65.288,34.0,Dry,63.13,4
104,HAM,Austria,2018,4.23,65.288,34.0,Dry,63.149,4
105,VER,Austria,2018,2.92,65.288,34.0,Dry,63.84,4
106,RIC,Austria,2018,9.75,65.288,34.0,Dry,63.996,4
107,MAG,Austria,2018,12.5,65.288,34.0,Dry,64.051,4
108,SAI,Austria,2018,9.0,65.288,34.0,Dry,64.561,4
109,HUL,Austria,2018,8.75,65.288,34.0,Dry,64.676,4
110,OCO,Austria,2018,11.22,65.288,34.0,Dry,64.845,4
111,GAS,Austria,2018,9.67,65.288,34.0,Dry,64.874,4
112,LEC,Austria,2018,7.56,65.288,34.0,Dry,64.967,4
113,ALO,Austria,2018,14.08,65.288,34.0,Dry,64.965,4
114,STR,Austria,2018,11.9,65.288,34.0,Dry,65.264,4
115,PER,Austria,2018,10.54,65.288,34.0,Dry,65.279,4
116,HAM,Silverstone,2018,4.05,88.924,51.0,Dry,85.892,4
117,BOT,Silverstone,2018,8.31,88.924,51.0,Dry,86.217,4
118,VER,Silverstone,2018,4.0,88.924,51.0,Dry,86.602,4
119,RIC,Silverstone,2018,10.21,88.924,51.0,Dry,87.099,4
120,MAG,Silverstone,2018,14.4,88.924,51.0,Dry,87.244,4
121,LEC,Silverstone,2018,5.75,88.924,51.0,Dry,87.78999999999999,4
122,OCO,Silverstone,2018,11.88,88.924,51.0,Dry,87.843,4
123,HUL,Silverstone,2018,9.31,88.924,51.0,Dry,87.901,4
124,PER,Silverstone,2018,12.31,88.924,51.0,Dry,87.928,4
125,ALO,Silverstone,2018,9.05,88.924,51.0,Dry,88.139,4
126,GAS,Silverstone,2018,11.0,88.924,51.0,Dry,88.343,4
127,SAI,Silverstone,2018,9.0,88.924,51.0,Dry,88.456,4
129,BOT,Hockenheim,2018,3.5,72.905,30.2,Dry,71.416,4
130,VER,Hockenheim,2018,3.33,72.905,30.2,Dry,71.822,4
131,MAG,Hockenheim,2018,9.25,72.905,30.2,Dry,72.2,4
132,HUL,Hockenheim,2018,7.83,72.905,30.2,Dry,72.56,4
133,SAI,Hockenheim,2018,10.0,72.905,30.2,Dry,72.69200000000001,4
134,LEC,Hockenheim,2018,9.5,72.905,30.2,Dry,72.717,4
135,PER,Hockenheim,2018,10.8,72.905,30.2,Dry,72.774,4
136,ALO,Hockenheim,2018,7.55,72.905,30.2,Dry,73.614,4
137,HAM,Hockenheim,2018,7.29,72.905,30.2,Dry,73.012,4
138,RIC,Hockenheim,2018,10.2,72.905,30.2,Dry,73.318,4
139,OCO,Hockenheim,2018,15.0,72.905,30.2,Dry,73.72,4
140,GAS,Hockenheim,2018,12.0,72.905,30.2,Dry,73.749,4
141,STR,Hockenheim,2018,16.0,72.905,30.2,Dry,74.206,4
142,HAM,Hungary,2018,3.5,76.498,31.8,Wet,79.419,4
143,BOT,Hungary,2018,6.08,76.498,31.8,Wet,79.123,4
144,SAI,Hungary,2018,8.1,76.498,31.8,Wet,79.82900000000001,4
145,GAS,Hungary,2018,11.71,76.498,31.8,Wet,80.577,4
146,VER,Hungary,2018,5.1,76.498,31.8,Wet,79.94,4
147,MAG,Hungary,2018,15.67,76.498,31.8,Wet,80.314,4
148,ALO,Hungary,2018,7.29,76.498,31.8,Wet,80.208,4
149,RIC,Hungary,2018,10.71,76.498,31.8,Wet,80.53999999999999,4
150,HUL,Hungary,2018,10.73,76.498,31.8,Wet,79.905,4
151,STR,Hungary,2018,13.25,76.498,31.8,Wet,80.56,4
152,LEC,Hungary,2018,6.86,76.498,31.8,Wet,80.81700000000001,4
153,OCO,Hungary,2018,12.29,76.498,31.8,Wet,81.142,4
154,PER,Hungary,2018,11.57,76.498,31.8,Wet,81.2,4
155,HAM,Spa-Francorchamps,2018,4.0,100.075,28.1,Dry,101.553,4
156,OCO,Spa-Francorchamps,2018,10.25,100.075,28.1,Dry,103.30199999999999,4
157,PER,Spa-Francorchamps,2018,6.38,100.075,28.1,Dry,103.01400000000001,4
158,VER,Spa-Francorchamps,2018,7.2,100.075,28.1,Dry,102.554,4
159,RIC,Spa-Francorchamps,2018,10.29,100.075,28.1,Dry,103.126,4
160,MAG,Spa-Francorchamps,2018,12.56,100.075,28.1,Dry,103.32,4
161,BOT,Spa-Francorchamps,2018,9.67,100.075,28.1,Dry,102.191,4
162,GAS,Spa-Francorchamps,2018,10.43,100.075,28.1,Dry,103.844,4
163,LEC,Spa-Francorchamps,2018,7.43,100.075,28.1,Dry,103.654,4
164,HUL,Spa-Francorchamps,2018,12.73,100.075,28.1,Dry,104.14500000000001,4
165,SAI,Spa-Francorchamps,2018,10.1,100.075,28.1,Dry,104.489,4
166,ALO,Spa-Francorchamps,2018,9.63,100.075,28.1,Dry,104.917,4
167,STR,Spa-Francorchamps,2018,13.63,100.075,28.1,Dry,105.134,4
168,HAM,Monza,2018,4.65,81.451,28.1,Dry,79.294,4
169,BOT,Monza,2018,8.45,81.451,28.1,Dry,79.656,4
170,VER,Monza,2018,8.78,81.451,28.1,Dry,80.333,4
171,SAI,Monza,2018,9.89,81.451,28.1,Dry,81.041,4
172,OCO,Monza,2018,12.71,81.451,28.1,Dry,81.099,4
173,GAS,Monza,2018,13.0,81.451,28.1,Dry,81.35,4
174,STR,Monza,2018,10.0,81.451,28.1,Dry,81.494,4
175,MAG,Monza,2018,13.38,81.451,28.1,Dry,81.669,4
176,ALO,Monza,2018,9.35,81.451,28.1,Dry,81.85,4
177,HUL,Monza,2018,11.9,81.451,28.1,Dry,81.801,4
178,RIC,Monza,2018,10.92,81.451,28.1,Dry,81.28,4
179,PER,Monza,2018,10.15,81.451,28.1,Dry,81.888,4
180,LEC,Monza,2018,6.33,81.451,28.1,Dry,81.889,4
181,HAM,Singapore,2018,2.93,92.076,33.5,Dry,96.015,4
182,VER,Singapore,2018,5.57,92.076,33.5,Dry,96.334,4
183,BOT,Singapore,2018,9.67,92.076,33.5,Dry,96.702,4
184,RIC,Singapore,2018,9.9,92.076,33.5,Dry,96.99600000000001,4
185,PER,Singapore,2018,12.09,92.076,33.5,Dry,97.985,4
186,OCO,Singapore,2018,13.8,92.076,33.5,Dry,98.36500000000001,4
187,HUL,Singapore,2018,10.5,92.076,33.5,Dry,98.45,4
188,ALO,Singapore,2018,7.31,92.076,33.5,Dry,98.64099999999999,4
189,SAI,Singapore,2018,7.71,92.076,33.5,Dry,98.71600000000001,4
190,LEC,Singapore,2018,4.5,92.076,33.5,Dry,98.747,4
191,GAS,Singapore,2018,11.25,92.076,33.5,Dry,99.614,4
192,MAG,Singapore,2018,12.0,92.076,33.5,Dry,99.644,4
193,STR,Singapore,2018,17.0,92.076,33.5,Dry,101.334,4
194,BOT,Russia,2018,4.38,93.247,37.1,Dry,91.387,4
195,HAM,Russia,2018,3.25,93.247,37.1,Dry,91.532,4
196,MAG,Russia,2018,12.83,93.247,37.1,Dry,93.181,4
197,OCO,Russia,2018,8.0,93.247,37.1,Dry,93.413,4
198,LEC,Russia,2018,9.25,93.247,37.1,Dry,93.419,4
199,PER,Russia,2018,8.13,93.247,37.1,Dry,93.563,4
200,VER,Russia,2018,10.71,93.247,37.1,Dry,93.048,4
201,RIC,Russia,2018,8.0,93.247,37.1,Dry,93.247,4
202,GAS,Russia,2018,13.25,93.247,37.1,Dry,94.38300000000001,4
203,SAI,Russia,2018,9.86,93.247,37.1,Dry,94.626,4
204,HUL,Russia,2018,10.33,93.247,37.1,Dry,94.655,4
205,ALO,Russia,2018,12.83,93.247,37.1,Dry,95.50399999999999,4
206,STR,Russia,2018,11.6,93.247,37.1,Dry,96.437,4
207,HAM,Suzuka,2018,4.14,89.285,27.9,Wet,90.76,4
208,BOT,Suzuka,2018,8.2,89.285,27.9,Wet,90.987,4
209,VER,Suzuka,2018,4.38,89.285,27.9,Wet,91.849,4
210,GAS,Suzuka,2018,13.17,89.285,27.9,Wet,92.81,4
211,OCO,Suzuka,2018,11.67,89.285,27.9,Wet,92.538,4
212,PER,Suzuka,2018,8.5,89.285,27.9,Wet,92.56700000000001,4
213,LEC,Suzuka,2018,5.2,89.285,27.9,Wet,92.706,4
214,MAG,Suzuka,2018,14.63,89.285,27.9,Wet,93.219,4
215,SAI,Suzuka,2018,9.5,89.285,27.9,Wet,93.236,4
216,STR,Suzuka,2018,15.33,89.285,27.9,Wet,93.31700000000001,4
217,RIC,Suzuka,2018,11.36,89.285,27.9,Wet,92.806,4
218,HUL,Suzuka,2018,12.55,89.285,27.9,Wet,93.361,4
219,ALO,Suzuka,2018,10.33,89.285,27.9,Wet,93.57300000000001,4
220,HAM,Austin,2018,2.45,95.585,21.6,Dry,92.237,4
221,BOT,Austin,2018,7.2,95.585,21.6,Dry,92.616,4
222,RIC,Austin,2018,8.27,95.585,21.6,Dry,93.494,4
223,OCO,Austin,2018,12.17,95.585,21.6,Dry,94.14500000000001,4
224,HUL,Austin,2018,10.0,95.585,21.6,Dry,94.215,4
225,LEC,Austin,2018,6.0,95.585,21.6,Dry,94.255,4
226,PER,Austin,2018,9.91,95.585,21.6,Dry,94.525,4
227,SAI,Austin,2018,8.13,95.585,21.6,Dry,94.566,4
228,MAG,Austin,2018,13.71,95.585,21.6,Dry,94.732,4
229,GAS,Austin,2018,11.0,95.585,21.6,Dry,94.85,4
230,VER,Austin,2018,7.25,95.585,21.6,Dry,94.76599999999999,4
231,ALO,Austin,2018,11.3,95.585,21.6,Dry,95.294,4
232,STR,Austin,2018,13.67,95.585,21.6,Dry,95.47999999999999,4
233,RIC,Mexico,2018,7.63,78.306,25.5,Dry,74.759,4
234,VER,Mexico,2018,3.25,78.306,25.5,Dry,74.785,4
235,HAM,Mexico,2018,2.88,78.306,25.5,Dry,74.894,4
236,BOT,Mexico,2018,5.63,78.306,25.5,Dry,75.16,4
237,HUL,Mexico,2018,8.83,78.306,25.5,Dry,75.827,4
238,SAI,Mexico,2018,7.13,78.306,25.5,Dry,76.084,4
239,LEC,Mexico,2018,5.2,78.306,25.5,Dry,76.189,4
240,OCO,Mexico,2018,13.5,78.306,25.5,Dry,76.252,4
241,ALO,Mexico,2018,13.29,78.306,25.5,Dry,76.857,4
242,PER,Mexico,2018,8.38,78.306,25.5,Dry,76.242,4
243,GAS,Mexico,2018,13.33,78.306,25.5,Dry,76.828,4
244,MAG,Mexico,2018,16.0,78.306,25.5,Dry,77.599,4
245,STR,Mexico,2018,17.33,78.306,25.5,Dry,77.689,4
246,HAM,Brazil,2018,5.19,70.513,37.9,Dry,67.281,4
247,BOT,Brazil,2018,7.6,70.513,37.9,Dry,67.441,4
248,VER,Brazil,2018,3.63,70.513,37.9,Dry,67.778,4
249,RIC,Brazil,2018,12.75,70.513,37.9,Dry,67.78,4
250,LEC,Brazil,2018,6.8,70.513,37.9,Dry,68.33500000000001,4
251,GAS,Brazil,2018,11.0,70.513,37.9,Dry,68.616,4
252,MAG,Brazil,2018,11.0,70.513,37.9,Dry,68.474,4
253,PER,Brazil,2018,11.25,70.513,37.9,Dry,68.741,4
254,OCO,Brazil,2018,14.67,70.513,37.9,Dry,68.77,4
255,HUL,Brazil,2018,8.6,70.513,37.9,Dry,68.834,4
256,SAI,Brazil,2018,10.63,70.513,37.9,Dry,69.269,4
257,ALO,Brazil,2018,8.8,70.513,37.9,Dry,69.402,4
258,STR,Brazil,2018,14.0,70.513,37.9,Dry,69.441,4
259,HAM,Abu Dhabi,2018,2.67,84.216,33.1,Dry,94.794,4
260,BOT,Abu Dhabi,2018,9.27,84.216,33.1,Dry,94.956,4
261,RIC,Abu Dhabi,2018,10.62,84.216,33.1,Dry,95.40100000000001,4
262,VER,Abu Dhabi,2018,3.89,84.216,33.1,Dry,95.589,4
263,LEC,Abu Dhabi,2018,5.83,84.216,33.1,Dry,96.237,4
264,OCO,Abu Dhabi,2018,11.0,84.216,33.1,Dry,96.53999999999999,4
265,HUL,Abu Dhabi,2018,9.0,84.216,33.1,Dry,96.542,4
266,SAI,Abu Dhabi,2018,10.33,84.216,33.1,Dry,96.982,4
267,MAG,Abu Dhabi,2018,15.13,84.216,33.1,Dry,97.309,4
268,PER,Abu Dhabi,2018,9.15,84.216,33.1,Dry,97.255,4
269,ALO,Abu Dhabi,2018,9.69,84.216,33.1,Dry,97.743,4
270,GAS,Abu Dhabi,2018,13.29,84.216,33.1,Dry,98.166,4
271,STR,Abu Dhabi,2018,13.57,84.216,33.1,Dry,98.682,4
272,HAM,Australia,2019,4.06,77.014,40.2,Dry,80.486,5
273,BOT,Australia,2019,12.33,77.014,40.2,Dry,80.598,5
274,VER,Australia,2019,4.13,77.014,40.2,Dry,81.32,5
275,LEC,Australia,2019,7.0,77.014,40.2,Dry,81.44200000000001,5
276,MAG,Australia,2019,12.0,77.014,40.2,Dry,82.099,5
277,NOR,Australia,2019,7.0,77.014,40.2,Dry,82.304,5
278,PER,Australia,2019,12.5,77.014,40.2,Dry,82.532,5
279,HUL,Australia,2019,10.91,77.014,40.2,Dry,82.53999999999999,5
280,RIC,Australia,2019,10.0,77.014,40.2,Dry,82.57,5
281,ALB,Australia,2019,13.25,77.014,40.2,Dry,82.636,5
282,STR,Australia,2019,13.83,77.014,40.2,Dry,83.017,5
283,GAS,Australia,2019,14.8,77.014,40.2,Dry,83.02,5
284,SAI,Australia,2019,8.13,77.014,40.2,Dry,83.084,5
285,RUS,Australia,2019,8.5,77.014,40.2,Dry,84.36,5
286,LEC,Bahrain,2019,5.75,90.021,30.5,Wet,90.866,5
287,HAM,Bahrain,2019,3.94,90.021,30.5,Wet,91.19,5
288,BOT,Bahrain,2019,5.92,90.021,30.5,Wet,91.256,5
289,VER,Bahrain,2019,5.64,90.021,30.5,Wet,91.752,5
290,MAG,Bahrain,2019,13.4,90.021,30.5,Wet,91.757,5
291,SAI,Bahrain,2019,8.64,90.021,30.5,Wet,91.813,5
292,NOR,Bahrain,2019,10.71,90.021,30.5,Wet,92.043,5
293,RIC,Bahrain,2019,8.69,90.021,30.5,Wet,92.488,5
294,ALB,Bahrain,2019,11.67,90.021,30.5,Wet,92.513,5
295,GAS,Bahrain,2019,11.25,90.021,30.5,Wet,92.526,5
296,PER,Bahrain,2019,9.21,90.021,30.5,Wet,92.756,5
297,HUL,Bahrain,2019,11.25,90.021,30.5,Wet,93.03399999999999,5
298,STR,Bahrain,2019,13.56,90.021,30.5,Wet,93.217,5
299,RUS,Bahrain,2019,9.71,90.021,30.5,Wet,94.759,5
300,BOT,China,2019,6.25,94.837,36.9,Dry,91.547,5
301,HAM,China,2019,5.5,94.837,36.9,Dry,91.57,5
302,LEC,China,2019,9.67,94.837,36.9,Dry,91.865,5
303,VER,China,2019,8.17,94.837,36.9,Dry,92.089,5
304,GAS,China,2019,12.67,94.837,36.9,Dry,92.93,5
305,RIC,China,2019,7.22,94.837,36.9,Dry,92.958,5
306,HUL,China,2019,11.0,94.837,36.9,Dry,92.962,5
307,MAG,China,2019,13.5,94.837,36.9,Dry,93.15,5
308,PER,China,2019,10.0,94.837,36.9,Dry,93.299,5
309,SAI,China,2019,10.5,94.837,36.9,Dry,93.523,5
310,NOR,China,2019,9.5,94.837,36.9,Dry,93.967,5
311,STR,China,2019,13.75,94.837,36.9,Dry,94.292,5
312,RUS,China,2019,12.5,94.837,36.9,Dry,95.253,5
313,BOT,Baku,2019,7.43,102.465,37.8,Dry,100.495,5
314,HAM,Baku,2019,4.14,102.465,37.8,Dry,100.554,5
315,VER,Baku,2019,4.43,102.465,37.8,Dry,101.069,5
316,PER,Baku,2019,5.29,102.465,37.8,Dry,101.593,5
317,NOR,Baku,2019,8.5,102.465,37.8,Dry,101.886,5
318,LEC,Baku,2019,4.8,102.465,37.8,Dry,101.426,5
319,SAI,Baku,2019,9.14,102.465,37.8,Dry,101.936,5
320,RIC,Baku,2019,8.5,102.465,37.8,Dry,102.477,5
321,ALB,Baku,2019,13.33,102.465,37.8,Dry,102.154,5
322,MAG,Baku,2019,15.5,102.465,37.8,Dry,102.382,5
323,STR,Baku,2019,13.0,102.465,37.8,Dry,102.63,5
324,HUL,Baku,2019,14.8,102.465,37.8,Dry,103.42699999999999,5
325,RUS,Baku,2019,11.75,102.465,37.8,Dry,105.062,5
326,GAS,Baku,2019,12.8,102.465,37.8,Dry,101.33500000000001,5
327,BOT,Spain,2019,6.42,72.256,30.5,Dry,75.406,5
328,HAM,Spain,2019,4.33,72.256,30.5,Dry,76.038,5
329,VER,Spain,2019,3.4,72.256,30.5,Dry,76.357,5
330,LEC,Spain,2019,8.14,72.256,30.5,Dry,76.588,5
331,GAS,Spain,2019,10.14,72.256,30.5,Dry,76.708,5
332,MAG,Spain,2019,12.44,72.256,30.5,Dry,76.922,5
333,RIC,Spain,2019,9.5,72.256,30.5,Dry,77.299,5
334,NOR,Spain,2019,7.0,72.256,30.5,Dry,77.338,5
335,ALB,Spain,2019,14.6,72.256,30.5,Dry,77.445,5
336,SAI,Spain,2019,7.0,72.256,30.5,Dry,77.599,5
337,PER,Spain,2019,10.0,72.256,30.5,Dry,77.886,5
338,HUL,Spain,2019,13.45,72.256,30.5,Dry,78.404,5
339,STR,Spain,2019,13.0,72.256,30.5,Dry,78.471,5
340,RUS,Spain,2019,12.0,72.256,30.5,Dry,79.072,5
341,HAM,Monaco,2019,5.47,71.266,43.9,Dry,70.166,5
342,BOT,Monaco,2019,10.0,71.266,43.9,Dry,70.252,5
343,VER,Monaco,2019,7.78,71.266,43.9,Dry,70.618,5
344,GAS,Monaco,2019,9.67,71.266,43.9,Dry,71.041,5
345,MAG,Monaco,2019,13.63,71.266,43.9,Dry,71.109,5
346,RIC,Monaco,2019,7.73,71.266,43.9,Dry,71.218,5
347,SAI,Monaco,2019,6.89,71.266,43.9,Dry,71.417,5
348,ALB,Monaco,2019,12.0,71.266,43.9,Dry,71.429,5
349,HUL,Monaco,2019,11.64,71.266,43.9,Dry,71.67,5
350,NOR,Monaco,2019,7.2,71.266,43.9,Dry,71.724,5
351,LEC,Monaco,2019,6.33,71.266,43.9,Dry,72.149,5
352,PER,Monaco,2019,11.17,71.266,43.9,Dry,72.233,5
353,STR,Monaco,2019,15.57,71.266,43.9,Dry,72.846,5
354,RUS,Monaco,2019,10.6,71.266,43.9,Dry,73.477,5
355,HAM,Canada,2019,2.47,72.705,45.5,Dry,70.446,5
356,LEC,Canada,2019,11.2,72.705,45.5,Dry,70.92,5
357,RIC,Canada,2019,7.4,72.705,45.5,Dry,71.071,5
358,GAS,Canada,2019,13.8,72.705,45.5,Dry,71.07900000000001,5
359,BOT,Canada,2019,7.3,72.705,45.5,Dry,71.095,5
360,HUL,Canada,2019,9.73,72.705,45.5,Dry,71.324,5
361,NOR,Canada,2019,8.0,72.705,45.5,Dry,71.735,5
362,SAI,Canada,2019,11.25,72.705,45.5,Dry,71.572,5
363,MAG,Canada,2019,14.38,72.705,45.5,Dry,71.786,5
364,VER,Canada,2019,5.63,72.705,45.5,Dry,71.619,5
365,ALB,Canada,2019,11.0,72.705,45.5,Dry,72.02,5
366,PER,Canada,2019,12.27,72.705,45.5,Dry,72.197,5
367,STR,Canada,2019,15.33,72.705,45.5,Dry,72.266,5
368,RUS,Canada,2019,7.75,72.705,45.5,Dry,73.617,5
369,HAM,France,2019,2.0,92.6,53.5,Dry,88.319,5
370,BOT,France,2019,4.5,92.6,53.5,Dry,88.605,5
371,LEC,France,2019,4.75,92.6,53.5,Dry,88.965,5
372,VER,France,2019,2.75,92.6,53.5,Dry,89.40899999999999,5
373,NOR,France,2019,6.0,92.6,53.5,Dry,89.418,5
374,SAI,France,2019,9.25,92.6,53.5,Dry,89.52199999999999,5
375,RIC,France,2019,8.0,92.6,53.5,Dry,89.918,5
376,GAS,France,2019,10.75,92.6,53.5,Dry,90.184,5
377,ALB,France,2019,12.0,92.6,53.5,Dry,90.461,5
378,HUL,France,2019,12.5,92.6,53.5,Dry,90.544,5
379,PER,France,2019,8.5,92.6,53.5,Dry,90.738,5
380,MAG,France,2019,14.67,92.6,53.5,Dry,91.166,5
381,STR,France,2019,17.5,92.6,53.5,Dry,91.726,5
382,RUS,France,2019,13.33,92.6,53.5,Dry,92.789,5
383,LEC,Austria,2019,7.56,65.288,52.3,Dry,63.003,5
384,HAM,Austria,2019,4.23,65.288,52.3,Dry,63.262,5
385,VER,Austria,2019,2.92,65.288,52.3,Dry,63.439,5
386,BOT,Austria,2019,6.69,65.288,52.3,Dry,63.537,5
387,MAG,Austria,2019,12.5,65.288,52.3,Dry,64.072,5
388,NOR,Austria,2019,4.75,65.288,52.3,Dry,64.099,5
389,GAS,Austria,2019,9.67,65.288,52.3,Dry,63.988,5
390,HUL,Austria,2019,8.75,65.288,52.3,Dry,64.516,5
391,ALB,Austria,2019,11.5,65.288,52.3,Dry,64.665,5
392,RIC,Austria,2019,9.75,65.288,52.3,Dry,64.647,5
393,SAI,Austria,2019,9.0,65.288,52.3,Dry,64.453,5
394,PER,Austria,2019,10.54,65.288,52.3,Dry,64.789,5
395,STR,Austria,2019,11.9,65.288,52.3,Dry,64.832,5
396,RUS,Austria,2019,10.5,65.288,52.3,Dry,65.904,5
397,BOT,Silverstone,2019,8.31,88.924,29.4,Dry,85.093,5
398,HAM,Silverstone,2019,4.05,88.924,29.4,Dry,85.099,5
399,LEC,Silverstone,2019,5.75,88.924,29.4,Dry,85.172,5
400,VER,Silverstone,2019,4.0,88.924,29.4,Dry,85.276,5
401,GAS,Silverstone,2019,11.0,88.924,29.4,Dry,85.59,5
402,RIC,Silverstone,2019,10.21,88.924,29.4,Dry,86.182,5
403,NOR,Silverstone,2019,5.57,88.924,29.4,Dry,86.07900000000001,5
404,ALB,Silverstone,2019,10.5,88.924,29.4,Dry,86.345,5
405,HUL,Silverstone,2019,9.31,88.924,29.4,Dry,86.386,5
406,SAI,Silverstone,2019,9.0,88.924,29.4,Dry,86.203,5
