,driver,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time
670,STR,Hungary,2024,13.25,76.498,29.8,True,76.075
671,RIC,Hungary,2024,10.71,76.498,29.8,True,76.202
672,TSU,Hungary,2024,14.75,76.498,29.8,True,76.121
673,HUL,Hungary,2024,10.73,76.498,29.8,True,76.31700000000001
674,BOT,Hungary,2024,6.08,76.498,29.8,True,76.384
675,ALB,Hungary,2024,14.2,76.498,29.8,True,76.429
676,SAR,Hungary,2024,17.0,76.498,29.8,True,76.543
677,MAG,Hungary,2024,15.67,76.498,29.8,True,76.548
678,PER,Hungary,2024,11.57,76.498,29.8,True,77.886
679,RUS,Hungary,2024,13.33,76.498,29.8,True,77.968
680,ZHO,Hungary,2024,11.67,76.498,29.8,True,78.037
681,OCO,Hungary,2024,12.29,76.498,29.8,True,78.049
682,GAS,Hungary,2024,11.71,76.498,29.8,True,78.166
683,VER,Spa-Francorchamps,2024,7.2,106.075,22.7,True,113.15899999999999
684,LEC,Spa-Francorchamps,2024,7.43,106.075,22.7,True,113.75399999999999
685,PER,Spa-Francorchamps,2024,6.38,106.075,22.7,True,113.765
686,HAM,Spa-Francorchamps,2024,4.0,106.075,22.7,True,113.83500000000001
687,NOR,Spa-Francorchamps,2024,10.67,106.075,22.7,True,113.981
688,PIA,Spa-Francorchamps,2024,5.0,106.075,22.7,True,114.027
689,RUS,Spa-Francorchamps,2024,8.33,106.075,22.7,True,114.095
690,SAI,Spa-Francorchamps,2024,10.1,106.075,22.7,True,114.112
691,ALO,Spa-Francorchamps,2024,9.63,106.075,22.7,True,114.25800000000001
692,OCO,Spa-Francorchamps,2024,10.25,106.075,22.7,True,114.46000000000001
693,ALB,Spa-Francorchamps,2024,10.6,106.075,22.7,True,114.473
694,GAS,Spa-Francorchamps,2024,10.43,106.075,22.7,True,114.63499999999999
695,RIC,Spa-Francorchamps,2024,10.29,106.075,22.7,True,114.682
696,BOT,Spa-Francorchamps,2024,9.67,106.075,22.7,True,114.76400000000001
697,STR,Spa-Francorchamps,2024,13.63,106.075,22.7,True,115.71600000000001
698,HUL,Spa-Francorchamps,2024,12.73,106.075,22.7,True,116.30799999999999
699,MAG,Spa-Francorchamps,2024,12.56,106.075,22.7,True,116.5
700,TSU,Spa-Francorchamps,2024,16.75,106.075,22.7,True,116.593
701,SAR,Spa-Francorchamps,2024,18.0,106.075,22.7,True,117.22999999999999
702,ZHO,Spa-Francorchamps,2024,18.0,106.075,22.7,True,117.775
