,driver,constructor,track,year,avg_grid_pos_track,track_avg_lap_time,temperature,rain,target_time,years_since_reg_change
358,BOT,Mercedes,Brazil,2017,7.6,70.513,25.0,False,68.322,3
359,VER,Red Bull,Brazil,2017,3.63,70.513,25.0,False,68.925,3
360,RIC,Red Bull,Brazil,2017,12.75,70.513,25.0,False,69.33,3
361,PER,Force India,Brazil,2017,11.25,70.513,25.0,False,69.598,3
362,ALO,McLaren,Brazil,2017,8.8,70.513,25.0,False,69.617,3
363,HUL,Renault,Brazil,2017,8.6,70.513,25.0,False,69.703,3
364,SAI,Toro Rosso,Brazil,2017,10.63,70.513,25.0,False,69.805,3
365,OCO,Force India,Brazil,2017,14.67,70.513,25.0,False,69.83,3
366,MAG,Haas,Brazil,2017,11.0,70.513,25.0,False,70.154,3
367,GAS,Toro Rosso,Brazil,2017,11.0,70.513,25.0,False,70.686,3
368,STR,Williams,Brazil,2017,14.0,70.513,25.0,False,70.776,3
0,HAM,Mercedes,Australia,2018,4.06,77.014,32.0,False,81.164,4
1,VER,Red Bull,Australia,2018,4.13,77.014,32.0,False,81.879,4
2,RIC,Red Bull,Australia,2018,10.0,77.014,32.0,False,82.152,4
3,MAG,Haas,Australia,2018,12.0,77.014,32.0,False,83.187,4
4,HUL,Renault,Australia,2018,10.91,77.014,32.0,False,83.532,4
5,SAI,Renault,Australia,2018,8.13,77.014,32.0,False,83.061,4
6,BOT,Mercedes,Australia,2018,12.33,77.014,32.0,False,82.089,4
7,ALO,McLaren,Australia,2018,8.42,77.014,32.0,False,83.59700000000001,4
8,PER,Force India,Australia,2018,12.5,77.014,32.0,False,84.005,4
9,STR,Williams,Australia,2018,13.83,77.014,32.0,False,84.23,4
10,OCO,Force India,Australia,2018,12.2,77.014,32.0,False,84.503,4
11,LEC,Australia,2018,7.0,77.014,32.0,False,84.636,4
12,GAS,Toro Rosso,Australia,2018,14.8,77.014,32.0,False,85.295,4
13,BOT,Mercedes,Bahrain,2018,5.92,90.021,32.5,False,88.124,4
14,HAM,Mercedes,Bahrain,2018,3.94,90.021,32.5,False,88.22,4
15,RIC,Red Bull,Bahrain,2018,8.69,90.021,32.5,False,88.398,4
16,GAS,Toro Rosso,Bahrain,2018,11.25,90.021,32.5,False,89.32900000000001,4
17,MAG,Haas,Bahrain,2018,13.4,90.021,32.5,False,89.358,4
18,HUL,Renault,Bahrain,2018,11.25,90.021,32.5,False,89.187,4
19,OCO,Force India,Bahrain,2018,11.88,90.021,32.5,False,89.874,4
20,SAI,Renault,Bahrain,2018,8.64,90.021,32.5,False,89.80199999999999,4
21,PER,Force India,Bahrain,2018,9.21,90.021,32.5,False,90.156,4
22,ALO,McLaren,Bahrain,2018,8.0,90.021,32.5,False,90.212,4
23,VER,Red Bull,Bahrain,2018,5.64,90.021,32.5,False,89.374,4
24,LEC,Sauber,Bahrain,2018,5.75,90.021,32.5,False,91.42,4
25,STR,Williams,Bahrain,2018,13.56,90.021,32.5,False,91.503,4
26,BOT,Mercedes,China,2018,6.25,94.837,15.8,False,91.625,4
27,HAM,Mercedes,China,2018,5.5,94.837,15.8,False,91.675,4
28,VER,Red Bull,China,2018,8.17,94.837,15.8,False,91.79599999999999,4
29,RIC,Red Bull,China,2018,7.22,94.837,15.8,False,91.94800000000001,4
30,HUL,Renault,China,2018,11.0,94.837,15.8,False,92.494,4
31,PER,Force India,China,2018,10.0,94.837,15.8,False,92.75800000000001,4
32,SAI,Renault,China,2018,10.5,94.837,15.8,False,92.819,4
33,MAG,Haas,China,2018,13.5,94.837,15.8,False,92.98599999999999,4
34,OCO,Force India,China,2018,14.0,94.837,15.8,False,93.057,4
35,ALO,McLaren,China,2018,6.31,94.837,15.8,False,93.232,4
36,GAS,Toro Rosso,China,2018,12.67,94.837,15.8,False,94.101,4
37,STR,Williams,China,2018,13.75,94.837,15.8,False,94.285,4
38,LEC,Sauber,China,2018,9.67,94.837,15.8,False,94.45400000000001,4
39,HAM,Mercedes,Baku,2018,4.14,102.465,26.6,False,101.67699999999999,4
40,BOT,Mercedes,Baku,2018,7.43,102.465,26.6,False,101.837,4
41,RIC,Red Bull,Baku,2018,8.5,102.465,26.6,False,101.911,4
42,VER,Red Bull,Baku,2018,4.43,102.465,26.6,False,101.994,4
43,OCO,Force India,Baku,2018,11.6,102.465,26.6,False,102.523,4
44,PER,Force India,Baku,2018,5.29,102.465,26.6,False,102.547,4
45,HUL,Renault,Baku,2018,14.8,102.465,26.6,False,103.066,4
46,SAI,Renault,Baku,2018,9.14,102.465,26.6,False,103.351,4
47,STR,Williams,Baku,2018,13.0,102.465,26.6,False,103.58500000000001,4
48,ALO,McLaren,Baku,2018,11.33,102.465,26.6,False,104.00999999999999,4
49,LEC,Sauber,Baku,2018,4.8,102.465,26.6,False,103.75200000000001,4
50,MAG,Haas,Baku,2018,15.5,102.465,26.6,False,103.674,4
51,GAS,Toro Rosso,Baku,2018,12.8,102.465,26.6,False,104.49600000000001,4
52,HAM,Mercedes,Spain,2018,4.33,72.256,27.8,True,76.173,4
53,BOT,Mercedes,Spain,2018,6.42,72.256,27.8,True,76.213,4
54,VER,Red Bull,Spain,2018,3.4,72.256,27.8,True,76.816,4
55,RIC,Red Bull,Spain,2018,9.5,72.256,27.8,True,76.818,4
56,MAG,Haas,Spain,2018,12.44,72.256,27.8,True,77.618,4
57,ALO,McLaren,Spain,2018,7.29,72.256,27.8,True,77.721,4
58,SAI,Renault,Spain,2018,7.0,72.256,27.8,True,77.78999999999999,4
59,GAS,Toro Rosso,Spain,2018,10.14,72.256,27.8,True,78.463,4
60,OCO,Force India,Spain,2018,9.86,72.256,27.8,True,78.696,4
61,LEC,Sauber,Spain,2018,8.14,72.256,27.8,True,78.661,4
62,PER,Force India,Spain,2018,10.0,72.256,27.8,True,78.74,4
63,HUL,Renault,Spain,2018,13.45,72.256,27.8,True,78.923,4
64,STR,Williams,Spain,2018,13.0,72.256,27.8,True,80.225,4
65,RIC,Red Bull,Monaco,2018,7.73,71.266,49.6,False,70.81,4
66,HAM,Mercedes,Monaco,2018,5.47,71.266,49.6,False,71.232,4
67,BOT,Mercedes,Monaco,2018,10.0,71.266,49.6,False,71.441,4
68,OCO,Force India,Monaco,2018,9.33,71.266,49.6,False,72.061,4
69,ALO,McLaren,Monaco,2018,8.1,71.266,49.6,False,72.11,4
70,SAI,Renault,Monaco,2018,6.89,71.266,49.6,False,72.13,4
71,PER,Force India,Monaco,2018,11.17,71.266,49.6,False,72.154,4
72,GAS,Toro Rosso,Monaco,2018,9.67,71.266,49.6,False,72.221,4
73,HUL,Renault,Monaco,2018,11.64,71.266,49.6,False,72.411,4
74,LEC,Sauber,Monaco,2018,6.33,71.266,49.6,False,72.714,4
75,STR,Williams,Monaco,2018,15.57,71.266,49.6,False,73.32300000000001,4
76,MAG,Haas,Monaco,2018,13.63,71.266,49.6,False,73.393,4
77,BOT,Mercedes,Canada,2018,7.3,72.705,44.0,False,70.857,4
78,VER,Red Bull,Canada,2018,5.63,72.705,44.0,False,70.937,4
79,HAM,Mercedes,Canada,2018,2.47,72.705,44.0,False,70.996,4
80,RIC,Red Bull,Canada,2018,7.4,72.705,44.0,False,71.116,4
81,HUL,Renault,Canada,2018,9.73,72.705,44.0,False,71.916,4
82,OCO,Force India,Canada,2018,9.6,72.705,44.0,False,72.084,4
83,SAI,Renault,Canada,2018,11.25,72.705,44.0,False,72.097,4
84,PER,Force India,Canada,2018,12.27,72.705,44.0,False,72.395,4
85,MAG,Haas,Canada,2018,14.38,72.705,44.0,False,72.606,4
86,LEC,Sauber,Canada,2018,11.2,72.705,44.0,False,72.661,4
87,ALO,McLaren,Canada,2018,6.37,72.705,44.0,False,72.856,4
88,GAS,Toro Rosso,Canada,2018,13.8,72.705,44.0,False,73.047,4
89,STR,Williams,Canada,2018,15.33,72.705,44.0,False,73.59,4
90,HAM,Mercedes,France,2018,2.0,92.6,30.2,True,90.029,4
91,BOT,Mercedes,France,2018,4.5,92.6,30.2,True,90.14699999999999,4
92,VER,Red Bull,France,2018,2.75,92.6,30.2,True,90.705,4
93,RIC,Red Bull,France,2018,8.0,92.6,30.2,True,90.895,4
94,SAI,Renault,France,2018,9.25,92.6,30.2,True,92.01599999999999,4
95,LEC,Sauber,France,2018,4.75,92.6,30.2,True,92.055,4
96,MAG,Haas,France,2018,14.67,92.6,30.2,True,91.51,4
97,OCO,Force India,France,2018,10.67,92.6,30.2,True,92.075,4
98,HUL,Renault,France,2018,12.5,92.6,30.2,True,92.11500000000001,4
99,PER,Force India,France,2018,8.5,92.6,30.2,True,92.45400000000001,4
100,GAS,Toro Rosso,France,2018,10.75,92.6,30.2,True,92.447,4
101,ALO,McLaren,France,2018,10.67,92.6,30.2,True,92.976,4
102,STR,Williams,France,2018,17.5,92.6,30.2,True,93.729,4
103,BOT,Mercedes,Austria,2018,6.69,65.288,34.0,False,63.13,4
104,HAM,Mercedes,Austria,2018,4.23,65.288,34.0,False,63.149,4
105,VER,Red Bull,Austria,2018,2.92,65.288,34.0,False,63.84,4
106,RIC,Red Bull,Austria,2018,9.75,65.288,34.0,False,63.996,4
107,MAG,Haas,Austria,2018,12.5,65.288,34.0,False,64.051,4
108,SAI,Renault,Austria,2018,9.0,65.288,34.0,False,64.561,4
109,HUL,Renault,Austria,2018,8.75,65.288,34.0,False,64.676,4
110,OCO,Force India,Austria,2018,11.22,65.288,34.0,False,64.845,4
111,GAS,Toro Rosso,Austria,2018,9.67,65.288,34.0,False,64.874,4
112,LEC,Sauber,Austria,2018,7.56,65.288,34.0,False,64.967,4
113,ALO,McLaren,Austria,2018,14.08,65.288,34.0,False,64.965,4
114,STR,Williams,Austria,2018,11.9,65.288,34.0,False,65.264,4
115,PER,Force India,Austria,2018,10.54,65.288,34.0,False,65.279,4
116,HAM,Mercedes,Silverstone,2018,4.05,88.924,51.0,False,85.892,4
117,BOT,Mercedes,Silverstone,2018,8.31,88.924,51.0,False,86.217,4
118,VER,Red Bull,Silverstone,2018,4.0,88.924,51.0,False,86.602,4
119,RIC,Red Bull,Silverstone,2018,10.21,88.924,51.0,False,87.099,4
120,MAG,Haas,Silverstone,2018,14.4,88.924,51.0,False,87.244,4
121,LEC,Sauber,Silverstone,2018,5.75,88.924,51.0,False,87.78999999999999,4
122,OCO,Force India,Silverstone,2018,11.88,88.924,51.0,False,87.843,4
123,HUL,Renault,Silverstone,2018,9.31,88.924,51.0,False,87.901,4
124,PER,Force India,Silverstone,2018,12.31,88.924,51.0,False,87.928,4
125,ALO,McLaren,Silverstone,2018,9.05,88.924,51.0,False,88.139,4
126,GAS,Toro Rosso,Silverstone,2018,11.0,88.924,51.0,False,88.343,4
127,SAI,Renault,Silverstone,2018,9.0,88.924,51.0,False,88.456,4
129,BOT,Mercedes,Hockenheim,2018,3.5,72.905,30.2,False,71.416,4
130,VER,Red Bull,Hockenheim,2018,3.33,72.905,30.2,False,71.822,4
131,MAG,Haas,Hockenheim,2018,9.25,72.905,30.2,False,72.2,4
132,HUL,Renault,Hockenheim,2018,7.83,72.905,30.2,False,72.56,4
133,SAI,Renault,Hockenheim,2018,10.0,72.905,30.2,False,72.69200000000001,4
134,LEC,Sauber,Hockenheim,2018,9.5,72.905,30.2,False,72.717,4
135,PER,Force India,Hockenheim,2018,10.8,72.905,30.2,False,72.774,4
136,ALO,McLaren,Hockenheim,2018,7.55,72.905,30.2,False,73.614,4
137,HAM,Mercedes,Hockenheim,2018,7.29,72.905,30.2,False,73.012,4
138,RIC,Red Bull,Hockenheim,2018,10.2,72.905,30.2,False,73.318,4
139,OCO,Force India,Hockenheim,2018,15.0,72.905,30.2,False,73.72,4
140,GAS,Toro Rosso,Hockenheim,2018,12.0,72.905,30.2,False,73.749,4
141,STR,Williams,Hockenheim,2018,16.0,72.905,30.2,False,74.206,4
142,HAM,Mercedes,Hungary,2018,3.5,76.498,31.8,True,77.419,4
143,BOT,Mercedes,Hungary,2018,6.08,76.498,31.8,True,77.123,4
144,SAI,Renault,Hungary,2018,8.1,76.498,31.8,True,77.82900000000001,4
145,GAS,Toro Rosso,Hungary,2018,11.71,76.498,31.8,True,78.577,4
146,VER,Red Bull,Hungary,2018,5.1,76.498,31.8,True,76.94,4
147,MAG,Haas,Hungary,2018,15.67,76.498,31.8,True,78.314,4
148,ALO,McLaren,Hungary,2018,7.29,76.498,31.8,True,78.208,4
149,RIC,Red Bull,Hungary,2018,10.71,76.498,31.8,True,78.53999999999999,4
150,HUL,Renault,Hungary,2018,10.73,76.498,31.8,True,77.905,4
151,STR,Williams,Hungary,2018,13.25,76.498,31.8,True,78.56,4
152,LEC,Sauber,Hungary,2018,6.86,76.498,31.8,True,78.81700000000001,4
153,OCO,Force India,Hungary,2018,12.29,76.498,31.8,True,79.142,4
154,PER,Force India,Hungary,2018,11.57,76.498,31.8,True,79.2,4
155,HAM,Mercedes,Spa-Francorchamps,2018,4.0,106.075,28.1,False,101.553,4
156,OCO,Force India,Spa-Francorchamps,2018,10.25,106.075,28.1,False,103.30199999999999,4
157,PER,Force India,Spa-Francorchamps,2018,6.38,106.075,28.1,False,103.01400000000001,4
158,VER,Red Bull,Spa-Francorchamps,2018,7.2,106.075,28.1,False,102.554,4
159,RIC,Red Bull,Spa-Francorchamps,2018,10.29,106.075,28.1,False,103.126,4
160,MAG,Haas,Spa-Francorchamps,2018,12.56,106.075,28.1,False,103.32,4
161,BOT,Mercedes,Spa-Francorchamps,2018,9.67,106.075,28.1,False,102.191,4
162,GAS,Toro Rosso,Spa-Francorchamps,2018,10.43,106.075,28.1,False,103.844,4
163,LEC,Sauber,Spa-Francorchamps,2018,7.43,106.075,28.1,False,103.654,4
164,HUL,Renault,Spa-Francorchamps,2018,12.73,106.075,28.1,False,104.14500000000001,4
165,SAI,Renault,Spa-Francorchamps,2018,10.1,106.075,28.1,False,104.489,4
166,ALO,McLaren,Spa-Francorchamps,2018,9.63,106.075,28.1,False,104.917,4
167,STR,Williams,Spa-Francorchamps,2018,13.63,106.075,28.1,False,105.134,4
168,HAM,Mercedes,Monza,2018,4.65,81.451,28.1,False,79.294,4
169,BOT,Mercedes,Monza,2018,8.45,81.451,28.1,False,79.656,4
170,VER,Red Bull,Monza,2018,8.78,81.451,28.1,False,80.333,4
171,SAI,Renault,Monza,2018,9.89,81.451,28.1,False,81.041,4
172,OCO,Force India,Monza,2018,12.71,81.451,28.1,False,81.099,4
173,GAS,Toro Rosso,Monza,2018,13.0,81.451,28.1,False,81.35,4
174,STR,Williams,Monza,2018,10.0,81.451,28.1,False,81.494,4
175,MAG,Haas,Monza,2018,13.38,81.451,28.1,False,81.669,4
176,ALO,McLaren,Monza,2018,9.35,81.451,28.1,False,81.85,4
177,HUL,Renault,Monza,2018,11.9,81.451,28.1,False,81.801,4
178,RIC,Red Bull,Monza,2018,10.92,81.451,28.1,False,81.28,4
179,PER,Force India,Monza,2018,10.15,81.451,28.1,False,81.888,4
180,LEC,Sauber,Monza,2018,6.33,81.451,28.1,False,81.889,4
181,HAM,Mercedes,Singapore,2018,2.93,92.076,33.5,False,96.015,4
182,VER,Red Bull,Singapore,2018,5.57,92.076,33.5,False,96.334,4
183,BOT,Mercedes,Singapore,2018,9.67,92.076,33.5,False,96.702,4
184,RIC,Red Bull,Singapore,2018,9.9,92.076,33.5,False,96.99600000000001,4
185,PER,Force India,Singapore,2018,12.09,92.076,33.5,False,97.985,4
186,OCO,Force India,Singapore,2018,13.8,92.076,33.5,False,98.36500000000001,4
187,HUL,Renault,Singapore,2018,10.5,92.076,33.5,False,98.45,4
188,ALO,McLaren,Singapore,2018,7.31,92.076,33.5,False,98.64099999999999,4
189,SAI,Renault,Singapore,2018,7.71,92.076,33.5,False,98.71600000000001,4
190,LEC,Sauber,Singapore,2018,4.5,92.076,33.5,False,98.747,4
191,GAS,Toro Rosso,Singapore,2018,11.25,92.076,33.5,False,99.614,4
192,MAG,Haas,Singapore,2018,12.0,92.076,33.5,False,99.644,4
193,STR,Williams,Singapore,2018,17.0,92.076,33.5,False,101.334,4
194,BOT,Mercedes,Russia,2018,4.38,93.247,37.1,False,91.387,4
195,HAM,Mercedes,Russia,2018,3.25,93.247,37.1,False,91.532,4
196,MAG,Haas,Russia,2018,12.83,93.247,37.1,False,93.181,4
197,OCO,Force India,Russia,2018,8.0,93.247,37.1,False,93.413,4
198,LEC,Sauber,Russia,2018,9.25,93.247,37.1,False,93.419,4
199,PER,Force India,Russia,2018,8.13,93.247,37.1,False,93.563,4
200,VER,Red Bull,Russia,2018,10.71,93.247,37.1,False,93.048,4
201,RIC,Red Bull,Russia,2018,8.0,93.247,37.1,False,93.247,4
202,GAS,Toro Rosso,Russia,2018,13.25,93.247,37.1,False,94.38300000000001,4
203,SAI,Renault,Russia,2018,9.86,93.247,37.1,False,94.626,4
204,HUL,Renault,Russia,2018,10.33,93.247,37.1,False,94.655,4
205,ALO,McLaren,Russia,2018,12.83,93.247,37.1,False,95.50399999999999,4
206,STR,Williams,Russia,2018,11.6,93.247,37.1,False,96.437,4
207,HAM,Mercedes,Suzuka,2018,4.14,89.285,27.9,True,87.76,4
208,BOT,Mercedes,Suzuka,2018,8.2,89.285,27.9,True,87.987,4
209,VER,Red Bull,Suzuka,2018,4.38,89.285,27.9,True,88.849,4
210,GAS,Toro Rosso,Suzuka,2018,13.17,89.285,27.9,True,89.81,4
211,OCO,Force India,Suzuka,2018,11.67,89.285,27.9,True,89.538,4
212,PER,Force India,Suzuka,2018,8.5,89.285,27.9,True,89.56700000000001,4
213,LEC,Sauber,Suzuka,2018,5.2,89.285,27.9,True,89.706,4
214,MAG,Haas,Suzuka,2018,14.63,89.285,27.9,True,90.219,4
215,SAI,Renault,Suzuka,2018,9.5,89.285,27.9,True,90.236,4
216,STR,Williams,Suzuka,2018,15.33,89.285,27.9,True,90.31700000000001,4
217,RIC,Red Bull,Suzuka,2018,11.36,89.285,27.9,True,89.806,4
218,HUL,Renault,Suzuka,2018,12.55,89.285,27.9,True,90.361,4
219,ALO,McLaren,Suzuka,2018,10.33,89.285,27.9,True,90.57300000000001,4
220,HAM,Mercedes,Austin,2018,2.45,95.585,21.6,False,92.237,4
221,BOT,Mercedes,Austin,2018,7.2,95.585,21.6,False,92.616,4
222,RIC,Red Bull,Austin,2018,8.27,95.585,21.6,False,93.494,4
223,OCO,Force India,Austin,2018,12.17,95.585,21.6,False,94.14500000000001,4
224,HUL,Renault,Austin,2018,10.0,95.585,21.6,False,94.215,4
225,LEC,Sauber,Austin,2018,6.0,95.585,21.6,False,94.255,4
226,PER,Force India,Austin,2018,9.91,95.585,21.6,False,94.525,4
227,SAI,Renault,Austin,2018,8.13,95.585,21.6,False,94.566,4
228,MAG,Haas,Austin,2018,13.71,95.585,21.6,False,94.732,4
229,GAS,Toro Rosso,Austin,2018,11.0,95.585,21.6,False,94.85,4
230,VER,Red Bull,Austin,2018,7.25,95.585,21.6,False,94.76599999999999,4
231,ALO,McLaren,Austin,2018,11.3,95.585,21.6,False,95.294,4
232,STR,Williams,Austin,2018,13.67,95.585,21.6,False,95.47999999999999,4
233,RIC,Red Bull,Mexico,2018,7.63,78.306,25.5,False,74.759,4
234,VER,Red Bull,Mexico,2018,3.25,78.306,25.5,False,74.785,4
235,HAM,Mercedes,Mexico,2018,2.88,78.306,25.5,False,74.894,4
236,BOT,Mercedes,Mexico,2018,5.63,78.306,25.5,False,75.16,4
237,HUL,Renault,Mexico,2018,8.83,78.306,25.5,False,75.827,4
238,SAI,Renault,Mexico,2018,7.13,78.306,25.5,False,76.084,4
239,LEC,Sauber,Mexico,2018,5.2,78.306,25.5,False,76.189,4
240,OCO,Force India,Mexico,2018,13.5,78.306,25.5,False,76.252,4
241,ALO,McLaren,Mexico,2018,13.29,78.306,25.5,False,76.857,4
242,PER,Force India,Mexico,2018,8.38,78.306,25.5,False,76.242,4
243,GAS,Toro Rosso,Mexico,2018,13.33,78.306,25.5,False,76.828,4
244,MAG,Haas,Mexico,2018,16.0,78.306,25.5,False,77.599,4
245,STR,Williams,Mexico,2018,17.33,78.306,25.5,False,77.689,4
246,HAM,Mercedes,Brazil,2018,5.19,70.513,37.9,False,67.281,4
247,BOT,Mercedes,Brazil,2018,7.6,70.513,37.9,False,67.441,4
248,VER,Red Bull,Brazil,2018,3.63,70.513,37.9,False,67.778,4
249,RIC,Red Bull,Brazil,2018,12.75,70.513,37.9,False,67.78,4
250,LEC,Sauber,Brazil,2018,6.8,70.513,37.9,False,68.33500000000001,4
251,GAS,Toro Rosso,Brazil,2018,11.0,70.513,37.9,False,68.616,4
252,MAG,Haas,Brazil,2018,11.0,70.513,37.9,False,68.474,4
253,PER,Force India,Brazil,2018,11.25,70.513,37.9,False,68.741,4
254,OCO,Force India,Brazil,2018,14.67,70.513,37.9,False,68.77,4
255,HUL,Renault,Brazil,2018,8.6,70.513,37.9,False,68.834,4
256,SAI,Renault,Brazil,2018,10.63,70.513,37.9,False,69.269,4
257,ALO,McLaren,Brazil,2018,8.8,70.513,37.9,False,69.402,4
258,STR,Williams,Brazil,2018,14.0,70.513,37.9,False,69.441,4
259,HAM,Mercedes,Abu Dhabi,2018,2.67,84.216,33.1,False,94.794,4
260,BOT,Mercedes,Abu Dhabi,2018,9.27,84.216,33.1,False,94.956,4
261,RIC,Red Bull,Abu Dhabi,2018,10.62,84.216,33.1,False,95.40100000000001,4
262,VER,Red Bull,Abu Dhabi,2018,3.89,84.216,33.1,False,95.589,4
263,LEC,Sauber,Abu Dhabi,2018,5.83,84.216,33.1,False,96.237,4
264,OCO,Force India,Abu Dhabi,2018,11.0,84.216,33.1,False,96.53999999999999,4
265,HUL,Renault,Abu Dhabi,2018,9.0,84.216,33.1,False,96.542,4
266,SAI,Renault,Abu Dhabi,2018,10.33,84.216,33.1,False,96.982,4
267,MAG,Haas,Abu Dhabi,2018,15.13,84.216,33.1,False,97.309,4
268,PER,Force India,Abu Dhabi,2018,9.15,84.216,33.1,False,97.255,4
269,ALO,McLaren,Abu Dhabi,2018,9.69,84.216,33.1,False,97.743,4
270,GAS,Toro Rosso,Abu Dhabi,2018,13.29,84.216,33.1,False,98.166,4
271,STR,Williams,Abu Dhabi,2018,13.57,84.216,33.1,False,98.682,4
272,HAM,Mercedes,Australia,2019,4.06,77.014,40.2,False,80.486,5
273,BOT,Mercedes,Australia,2019,12.33,77.014,40.2,False,80.598,5
274,VER,Red Bull,Australia,2019,4.13,77.014,40.2,False,81.32,5
275,LEC,Sauber,Australia,2019,7.0,77.014,40.2,False,81.44200000000001,5
276,MAG,Haas,Australia,2019,12.0,77.014,40.2,False,82.099,5
277,NOR,McLaren,Australia,2019,7.0,77.014,40.2,False,82.304,5
278,PER,Racing Point,Australia,2019,12.5,77.014,40.2,False,82.532,5
279,HUL,Renault,Australia,2019,10.91,77.014,40.2,False,82.53999999999999,5
280,RIC,Renault,Australia,2019,10.0,77.014,40.2,False,82.57,5
281,ALB,Toro Rosso,Australia,2019,13.25,77.014,40.2,False,82.636,5
282,STR,Racing Point,Australia,2019,13.83,77.014,40.2,False,83.017,5
283,GAS,Red Bull,Australia,2019,14.8,77.014,40.2,False,83.02,5
284,SAI,McLaren,Australia,2019,8.13,77.014,40.2,False,83.084,5
285,RUS,Williams,Australia,2019,8.5,77.014,40.2,False,84.36,5
286,LEC,Ferrari,Bahrain,2019,5.75,90.021,30.5,True,87.866,5
287,HAM,Mercedes,Bahrain,2019,3.94,90.021,30.5,True,88.19,5
288,BOT,Mercedes,Bahrain,2019,5.92,90.021,30.5,True,88.256,5
289,VER,Red Bull,Bahrain,2019,5.64,90.021,30.5,True,88.752,5
290,MAG,Haas,Bahrain,2019,13.4,90.021,30.5,True,88.757,5
291,SAI,McLaren,Bahrain,2019,8.64,90.021,30.5,True,88.813,5
292,NOR,McLaren,Bahrain,2019,10.71,90.021,30.5,True,89.043,5
293,RIC,Renault,Bahrain,2019,8.69,90.021,30.5,True,89.488,5
294,ALB,Toro Rosso,Bahrain,2019,11.67,90.021,30.5,True,89.513,5
295,GAS,Red Bull,Bahrain,2019,11.25,90.021,30.5,True,89.526,5
296,PER,Racing Point,Bahrain,2019,9.21,90.021,30.5,True,89.756,5
297,HUL,Renault,Bahrain,2019,11.25,90.021,30.5,True,90.03399999999999,5
298,STR,Racing Point,Bahrain,2019,13.56,90.021,30.5,True,90.217,5
299,RUS,Williams,Bahrain,2019,9.71,90.021,30.5,True,91.759,5
300,BOT,Mercedes,China,2019,6.25,94.837,36.9,False,91.547,5
301,HAM,Mercedes,China,2019,5.5,94.837,36.9,False,91.57,5
302,LEC,Ferrari,China,2019,9.67,94.837,36.9,False,91.865,5
303,VER,Red Bull,China,2019,8.17,94.837,36.9,False,92.089,5
304,GAS,Red Bull,China,2019,12.67,94.837,36.9,False,92.93,5
305,RIC,Renault,China,2019,7.22,94.837,36.9,False,92.958,5
306,HUL,Renault,China,2019,11.0,94.837,36.9,False,92.962,5
307,MAG,Haas,China,2019,13.5,94.837,36.9,False,93.15,5
308,PER,Racing Point,China,2019,10.0,94.837,36.9,False,93.299,5
309,SAI,McLaren,China,2019,10.5,94.837,36.9,False,93.523,5
310,NOR,McLaren,China,2019,9.5,94.837,36.9,False,93.967,5
311,STR,Racing Point,China,2019,13.75,94.837,36.9,False,94.292,5
312,RUS,Williams,China,2019,12.5,94.837,36.9,False,95.253,5
313,BOT,Mercedes,Baku,2019,7.43,102.465,37.8,False,100.495,5
314,HAM,Mercedes,Baku,2019,4.14,102.465,37.8,False,100.554,5
315,VER,Red Bull,Baku,2019,4.43,102.465,37.8,False,101.069,5
316,PER,Racing Point,Baku,2019,5.29,102.465,37.8,False,101.593,5
317,NOR,McLaren,Baku,2019,8.5,102.465,37.8,False,101.886,5
318,LEC,Ferrari,Baku,2019,4.8,102.465,37.8,False,101.426,5
319,SAI,McLaren,Baku,2019,9.14,102.465,37.8,False,101.936,5
320,RIC,Renault,Baku,2019,8.5,102.465,37.8,False,102.477,5
321,ALB,Toro Rosso,Baku,2019,13.33,102.465,37.8,False,102.154,5
322,MAG,Haas,Baku,2019,15.5,102.465,37.8,False,102.382,5
323,STR,Racing Point,Baku,2019,13.0,102.465,37.8,False,102.63,5
324,HUL,Renault,Baku,2019,14.8,102.465,37.8,False,103.42699999999999,5
325,RUS,Williams,Baku,2019,11.75,102.465,37.8,False,105.062,5
326,GAS,Red Bull,Baku,2019,12.8,102.465,37.8,False,101.33500000000001,5
327,BOT,Mercedes,Spain,2019,6.42,72.256,30.5,False,75.406,5
328,HAM,Mercedes,Spain,2019,4.33,72.256,30.5,False,76.038,5
329,VER,Red Bull,Spain,2019,3.4,72.256,30.5,False,76.357,5
330,LEC,Ferrari,Spain,2019,8.14,72.256,30.5,False,76.588,5
331,GAS,Red Bull,Spain,2019,10.14,72.256,30.5,False,76.708,5
332,MAG,Haas,Spain,2019,12.44,72.256,30.5,False,76.922,5
333,RIC,Renault,Spain,2019,9.5,72.256,30.5,False,77.299,5
334,NOR,McLaren,Spain,2019,7.0,72.256,30.5,False,77.338,5
335,ALB,Toro Rosso,Spain,2019,14.6,72.256,30.5,False,77.445,5
336,SAI,McLaren,Spain,2019,7.0,72.256,30.5,False,77.599,5
337,PER,Racing Point,Spain,2019,10.0,72.256,30.5,False,77.886,5
338,HUL,Renault,Spain,2019,13.45,72.256,30.5,False,78.404,5
339,STR,Racing Point,Spain,2019,13.0,72.256,30.5,False,78.471,5
